ID,Isi Berita,Label
127,"Pemerintah akhirnya menuntaskan kewajiban surat utang terkait Bantuan Likuiditas Bank Indonesia (BLBI) yang berasal dari penanganan krisis 1997-1998. Kewajiban tersebut tuntas pada Agustus 2026 menggunakan surplus Bank Indonesia (BI).
Menteri Keuangan Suahasil Nazara mengatakan, berdasarkan hasil audit buku 2025, BI tercatat memiliki surplus Rp 55 triliun. Sesuai ketentuan perundang-undangan, surplus tersebut disetorkan kepada kas negara.
""Saat ini dengan adanya surplus BI Rp 55 triliun yang telah digunakan untuk membayar kembali kewajiban surat utang dalam rangka BLBI zaman dahulu, itu sekarang surat utang yang dalam rangka penanganan krisis 97-98 kemarin tuntas kita selesaikan di bulan Agustus,"" kata Suahasil dalam konferensi pers APBN KiTA di Kementerian Keuangan, Jumat (18/9/2026).
Surplus tersebut dimasukkan sebagai Kekayaan Negara Dipisahkan (KND). Berdasarkan peraturan perundang-undangan, surplus BIsalah satunya memang digunakan untuk menyelesaikan kewajiban surat utang negara yang diterbitkan dalam rangka penanganan krisis 1997-1998.
""Penggunaannya diatur untuk membayar kewajiban atau membayar penyelesaian kewajiban surat utang. Surat utang Republik Indonesia, surat utang negara,yang ketika itu dikeluarkan dalam rangka penanganan krisis 97-98.Nah di dalam bukunya Bank Indonesia itu ada terus.Setiap kali ada surplus kita bayar, ada surplus kita bayar,"" bebernya.
Suahasil menjelaskan, pemerintah menerbitkan berbagai jenis obligasi ketika menangani krisis 1997-1998. Secara keseluruhan, nilainya saat itu mencapai sekitar Rp 640 triliun.
Beberapa kewajiban tersebut memiliki waktu pelunasan yang berbeda. Menurut Suahasil, obligasi rekap telah lunas pada Juli 2020, sedangkan kewajiban surat utang terkait BLBI baru diselesaikan pada Agustus 2026.
""Kalau kita lihat lagi sejarah 30 tahun yang lalu itu,ketika menangani krisis 97-98, pemerintah itu mengeluarkan total obligasi mencapai Rp 640 triliun saat itu.Dan kita membayar kembali itu. Dan kalau untuk beberapa jenis obligasi kita keluarkan saat itu.Ada yang sudah lunas di Juli 2020, ada yang lunas di kemarin,"" tutup Suahasil.
(acd/acd)",finance
128,"Investasi tak harus menunggu seseorang memiliki uang dalam jumlah besar. Kebiasaan menyisihkan dana secara konsisten sejak dini justru dapat menjadi langkah awal untuk membangun kondisi finansial yang lebih baik.
Salah satu instrumen yang masih menjadi pilihan untuk investasi adalah emas. Melihat kebutuhan tersebut, PT Bank Digital BCA (BCA Digital) melalui aplikasi blu berkolaborasi dengan PT Pegadaian (Persero) menghadirkan bluInvest Emas, layanan investasi emas digital yang terintegrasi dalam aplikasi blu.
Direktur Bisnis BCA Digital, Aditya Wahyu Windarwo, mengatakan kehadiran bluInvest Emas diharapkan dapat memberikan kemudahan bagi masyarakat yang ingin mulai berinvestasi emas. Melalui layanan tersebut, nasabah dapat melakukan investasi emas secara praktis melalui aplikasi blu.
""Yang mau investasi emas bisa langsung coba bluInvest Emas dengan praktis dan aman di aplikasi blu digital,"" ujar Aditya dalam sambutannya saat acara peluncuran bluInvest Emas, di Jakarta, Jumat (18/9/2026).
Direktur Teknologi Informasi dan Digital PT Pegadaian (Persero), Yos Iman Jaya Dappu, menekankan investasi sebaiknya tidak dilakukan hanya ketika seseorang sudah memiliki banyak uang. Menurutnya, yang lebih penting adalah memulai dari nominal kecil dan membangun kebiasaan secara konsisten.
""Jangan investasi dari sisa, tapi alokasikan dari awal. Mulai dari kecil, yang penting habit dan konsistensinya,"" ujar Yos.
Yos juga menyoroti kebiasaan anak muda dalam mengambil keputusan finansial yang kerap dipengaruhi oleh tren. Ia menyebutkan terdapat tiga istilah, yaitu FOMO (Fear of Missing Out), YOLO (You Only Live Once), dan JOMO (Joy of Missing Out).
Menurutnya, FOMO dapat terjadi ketika seseorang melihat harga emas naik atau melihat orang lain mulai berinvestasi, kemudian ikut membeli karena takut tertinggal. Sementara itu, YOLO dapat mendorong seseorang untuk menghabiskan uang karena ingin mengikuti gaya hidup tertentu.
Karena itu, Yos mendorong anak muda untuk menerapkan JOMO dalam mengelola keuangan. Artinya, keputusan finansial sebaiknya tidak hanya mengikuti apa yang dilakukan orang lain, tetapi didasarkan pada tujuan dan alasan yang jelas.
""Joy of Missing Out artinya bukan tidak ikut investasi, tapi kita bisa mengatakan bahwa: 'Saya tidak harus mengikuti semua orang, saya tahu tujuan finansial saya, dan saya tahu why kenapa saya berinvestasi,"" kata Yos.
Head of Retail & Digital Business BCA Digital, Edwin Tirta, mengatakan melalui bluInvest Emas, masyarakat dapat mulai berinvestasi emas dengan nominal mulai dari Rp10 ribu. Selain itu, layanan tersebut juga menawarkan kemudahan dalam transaksi jual beli emas.
""Jadi, kita paling affordable untuk belinya pun juga minimal Rp10.000, ngejualnya pun juga tidak ada biaya admin. Sangat mantap. Baik beli maupun jual,"" kata Edwin.
Nominal yang terjangkau menjadi salah satu kemudahan yang ditawarkan bluInvest Emas, terutama bagi generasi muda. Kemudahan tersebut juga relevan dengan karakteristik pengguna blu. Ia menyebut 91% nasabah blu merupakan generasi milenial dan Gen Z.
""Jadi paling affordable dan itu sangat relevan bagi generasi muda sekarang yang di mana 91% nasabah blu adalah generasi milenial dan generasi Z,"" ujar Edwin.
|  Foto: Dok. blu BCA Digital | 
Content Creator dan Financial Expert, William Sudhana, mengatakan kebiasaan mengelola keuangan dan mulai membangun aset dapat menjadi langkah awal bagi generasi muda untuk mempersiapkan kondisi finansial jangka panjang.
""Dengan kita punya mindset mengelola keuangan, semua aset yang kita miliki, dan itu dengan hal yang paling mudah yang dikerjakan sekarang, itu akan menjadi stepping stone yang bagus buat kita dan buat generasi kita ke depannya,"" ujar William.
Senada, Head of Digital PT Pegadaian (Persero), Supriyanto, menilai kemudahan akses menjadi salah satu hal penting agar anak muda dapat mulai mengenal investasi emas.
""Tentunya, dengan blu BCA ini memberikan akses seluas-luasnya ke anak-anak muda. Bagaimana berinvestasi, bagaimana memiliki emas dengan mudah, tapi dijamin emasnya ada, dijamin keamanannya terjamin, tapi memberikan kemudahan akses 24 jamnya,"" pungkas Supriyanto.
Dalam rangka peluncuran bluInvest Emas, Pegadaian dan blu by BCA Digital menawarkan promo cashback saldo blu sebesar Rp50.000. Promo ini berlaku bagi nasabah yang melakukan pembelian emas minimal Rp500.000 dengan menggunakan kode promo LAUNCHEMAS26.
Promo tersebut berlaku pada 18-30 September 2026 melalui fitur bluInvest Emas di aplikasi blu. Nasabah hanya dapat menggunakan promo satu kali selama periode program, dengan kuota yang terbatas.
(akn/ega)",finance
129,"Kebutuhan pengelolaan kekayaan bagi kalangan high-net-worth individuals (HNWIs) semakin beragam. Tidak hanya investasi, nasabah juga membutuhkan perencanaan keuangan, pemenuhan kebutuhan keluarga, hingga persiapan kekayaan untuk generasi berikutnya (legacy planning).
Kondisi tersebut membuat layanan wealth management perlu dirancang dengan mempertimbangkan profil, tujuan, dan kebutuhan finansial setiap nasabah.
Menjawab kebutuhan itu, BRI Private menghadirkan layanan pengelolaan kekayaan yang menggabungkan pendampingan personal dengan akses terhadap berbagai solusi finansial dalam ekosistem BRI.
BRI Private raih penghargaan Best Private Bank for HNWIs - Indonesia
Pendekatan tersebut turut mendapat pengakuan melalui ajang The Asset Triple A Private Capital Awards 2026. BRI Private dinobatkan sebagai Best Private Bank for HNWIs - Indonesia.
Penghargaan tersebut merupakan salah satu ajang yang memberikan pengakuan terhadap inovasi dan layanan di bidang private banking serta wealth management.
Bagi nasabah HNWI, kebutuhan pengelolaan kekayaan dapat berbeda berdasarkan kondisi finansial, profil risiko, tujuan keuangan, hingga rencana jangka panjang. Kebutuhan tersebut juga dapat berubah seiring perjalanan bisnis dan kehidupan nasabah.
""Oleh karena itu, BRI Private menghadirkan pendekatan yang menyesuaikan kebutuhan tersebut melalui pendampingan relationship manager atau advisor. Peran tersebut membantu nasabah memahami kebutuhan finansial sebelum menentukan solusi yang sesuai,"" tulis BRI dikutip dari keterangan resminya, Jumat (18/9/2026).
Dukungan tersebut juga ditopang ekosistem BRI yang menyediakan berbagai solusi finansial. Dengan demikian, pengelolaan kekayaan dapat disesuaikan dengan tujuan nasabah, mulai dari menjaga dan mengembangkan aset hingga mempersiapkan kebutuhan keluarga dan generasi berikutnya.
Lengkapi layanan dengan berbagai previlese
Selain solusi finansial, kebutuhan nasabah layanan perbankan premium juga mencakup kemudahan dan pengalaman dalam aktivitas sehari-hari.
BRI Private dan BRI Prioritas menghadirkan berbagai program serta benefit untuk memberikan pengalaman perbankan yang lebih eksklusif.
Salah satunya, melalui BRI Kartu Kredit Infinite yang dapat digunakan untuk mendukung kebutuhan transaksi dan gaya hidup nasabah melalui berbagai benefit yang tersedia.
Informasi mengenai program dan benefit BRI Kartu Kredit Infinite dapat ditemukan di laman bbri.id/cashbackinfinite.
Kehadiran solusi finansial dan berbagai privilege tersebut menjadi bagian dari ekosistem layanan BRI bagi nasabah premium.
Jaga kepercayaan nasabah
Predikat Best Private Bank for HNWIs - Indonesia dalam The Asset Triple A Private Capital Awards 2026 menjadi pengakuan terhadap layanan BRI Private bagi segmen HNWI.
Penghargaan tersebut sekaligus menjadi dorongan bagi BRI Private untuk menjaga dan meningkatkan kualitas layanan secara berkelanjutan.
Dalam pengelolaan kekayaan, kebutuhan nasabah dapat berkembang seiring perubahan kondisi finansial, bisnis, dan kehidupan. Oleh karena itu, pendekatan layanan yang personal dan hubungan jangka panjang menjadi bagian penting dalam mendampingi nasabah.
Melalui layanan wealth management dan ekosistem solusi finansial yang tersedia, BRI Private berkomitmen mendukung nasabah dalam mengelola, mengembangkan, dan menjaga kekayaan sesuai dengan tujuan masing-masing.
(ega/ega)",finance
130,"Kementerian Keuangan mengungkap maraknya upaya penyelundupan emas sepanjang 2026. Hingga 14 September 2026, Direktorat Jenderal Bea dan Cukai (DJBC) telah melakukan 74 kali penindakan dengan total emas mencapai 334,5 kilogram (kg).
Menteri Keuangan Suahasil Nazara mengatakan, penyelundupan tersebut dilakukan dengan membawa emas tanpa prosedur maupun dokumentasi yang semestinya. Emas tersebut terutama hendak dibawa keluar dari Indonesia.
""Penindakan upaya penyelundupan emas, membawa emas dengan secara tidak proper, dengan dokumentasi yang tidak proper, sampai dengan tanggal 14 September yang lalu, selama tahun 2026 ini telah dilakukan 74 kali penindakan. Penindakan, upaya membawa emas, terutama keluar, beratnya 334,5,"" kata Suahasil dalam konferensi pers APBN KiTA di Kementerian Keuangan, Jumat (18/9/2026).
| Baca juga: Orang RI Punya Kebiasaan Aneh Saat Beli Emas | 
Emas yang ditemukan dalam penindakan tersebut memiliki berbagai bentuk. Mulai dari emas batangan dan perhiasan hingga berbentuk serbuk emas.
""Dengan berbagai macam bentuk emas. Ada yang emas batangan, ada yang emas perhiasan, bahkan ada yang sifatnya itu serbuk emas,"" ujarnya.
Suahasil menilai praktik tersebut bukan sekadar persoalan pelanggaran prosedur. Menurutnya, penyelundupan emas merupakan upaya membawa sumber daya alam Indonesia ke luar negeri dengan cara yang tidak semestinya.
""Apa efeknya ini? Ini adalah upaya untuk membawa sumber daya alam Indonesia ke luar negeri dengan cara yang tidak baik,"" tegas Suahasil.
(acd/acd)",finance
131,"Direktorat Jenderal Pajak (DJP) menyampaikan pengembalian kelebihan pembayaran pajak atau restitusi pajak mencapai Rp 191,73 triliun hingga Agustus 2026. Angka ini turun jika dibandingkan dengan periode yang sama di tahun lalu sebesar Rp 304,29 triliun.
Berdasarkan data DJP, realisasi restitusi pajak sampai Agustus tahun ini terdiri dari Pajak Penghasilan (PPh) Rp 55,62 triliun, Pajak Pertambahan Nilai (PPN) Rp 134,27 triliun, Pajak Penjualan atas Barang Mewah (PPnBM) Rp 55,62 miliar, Pajak Bumi dan Bangunan (PBB) dan pajak lainnya sebesar Rp 1,83 triliun.
Direktur Jenderal Pajak Bimo Wijayanto mengatakan restitusi pajak tetap diproses sesuai dengan hak wajib pajak secara hati-hati dan sesuai dengan standar operasional prosedur (SOP) pemeriksaan. Ia juga membantah bahwa pengembalian kelebihan pembayaran pajak ini melalui obligasi.
""Jangan ngarang dong. Tadi disampaikan kan kita sudah disampaikan Pak Menteri bahwa kita sekarang lebih prudent. Semua sektor yang berisiko tinggi, kita lihat dari matriks kepatuhan wajib pajak itu memang kita akan lakukan sesuai dengan SOP pemeriksaan,"" ujar Bimo saat ditemui di kantor Kementerian Keuangan (Kemenkeu), Jakarta, Jumat (18/9/2026).
Bimo memastikan pihaknya tidak akan menahan restitusi yang menjadi hak wajib pajak (WP). Sepanjang dokumen hingga transaksi menunjukkan kelebihan pembayaran pajak, pihaknya akan tetap melakukan pengembalian dana.
""Pasti akan kita kembalikan. Jadi, insyaallah sih kita enggak akan membuat hal-hal yang tidak sesuai dengan SOP prosedur,"" jelas Bimo.
Saat ditanya nilai restitusi yang ada saat ini, Bimo mengakui angka restitusi yang tercatat mengalami penurunan sekitar 30%. Ia memastikan pihaknya tidak pernah menggunakan kuota dalam pembayaran restitusi.
Besaran nilai restitusi sepenuhnya bergantung pada permohonan dari Surat Pemberitahuan (SPT) lebih bayar yang disampaikan oleh masing-masing wajib pajak.
""30-an persen. Enggak ada budget-budget-an. Restitusi itu sesuai dengan apa yang disampaikan oleh wajib pajak. Kan pemerintah enggak bisa kemudian memberikan budget memperkirakan restitusi, enggak. Itu kan request dari SPT lebih bayarnya wajib pajak,"" jelasnya.
(acd/acd)",finance
132,"Badan Pusat Statistik (BPS) resmi merilis Klasifikasi Baku Jabatan Indonesia (KBJI) 2026 yang memuat lebih banyak jenis jabatan seusai dengan perkembangan dunia kerja saat ini. KBJI ini merupakan pemutakhiran KBJI yang telah terbit tahun 2014 lalu.
Kepala BPS Amalia Adininggar Widyasanti menjelaskan, pemutakhiran KBJI ini diperlukan untuk menangkap perubahan jenis pekerjaan yang berkembang pesat, termasuk munculnya digital jobs dan green jobs.
Selain itu, KBJI yang mutakhir ini diperlukan untuk mendukung standardisasi, integrasi, dan keterbandingan statistik ketenagakerjaan, sekaligus menjadi rujukan tunggal bagi kegiatan sensus, kegiatan survei, dan integrasi data administrasi lintas sektor terkait ketenagakerjaan.
""Sehingga dengan demikian, baik data-data administrasi, data sensus, ataupun survei yang dilakukan oleh BPS dan data-data administrasi maupun registrasi yang disediakan oleh kementerian-kementerian terkait termasuk Kementerian Ketenagakerjaan bisa mengacu kepada standar klasifikasi yang sama, sehingga nanti begitu data-data tersebut diintegrasikan bisa lebih koheren dan konsisten,"" ujar Amalia dalam acara rilis KBJI di Kantor BPS, Jakarta, Jumat (18/9/2026).
Amalia membeberkan berbagai jabatan baru seiring perkembangan dunia kerja dalam KBJI. Misalnya di sektor pariwisata itu munculnya jabatan Ahli Cagar Budaya, Dosen Ilmu Pariwisata, Terapis Spa, Edukator Museum, dan Registrar Museum.
""Ini contoh-contoh tangkapan pekerjaan baru. Perkembangan serupa juga terjadi di sektor kesehatan. Misalnya dalam KBJI 2026 mengakomodasi jabatan-jabatan yang semakin spesifik, seperti Dokter Spesialis Kedokteran Olahraga, Dokter Spesialis Mikrobiologi Klinik, Dokter Spesialis Bedah Plastik, dan Ahli Kapasitas Fisik,"" terangnya.
Untuk sektor ekonomi kreatif muncul jabatan baru seperti Pembuat Konten Layanan Berbagi Video dan Desainer Fashion. Di sektor green jobs, KBJI 2026 juga mengakomodasi jabatan-jabatan yang semakin spesifik, seperti Analis Cadangan Biomasa Karbon, Teknisi Daur Ulang Limbah, dan Operator Press Material Daur Ulang.
""Contoh lain misalnya digital jobs, muncul jabatan baru seperti Analis Kriptografi, Spesialis Keamanan Siber, dan Perancang Antarmuka Web dan Digital, dan sebagainya,"" katanya.
Amalia menambahkan, KBJI juga akan dimanfaatkan dalam diseminasi data ketenagakerjaan sehingga menjadi lebih informatif. Di mana KBJI nantinya dapat membantu menyesuaikan data jabatan dan memperkuat keterhubungan informasi ketenagakerjaan dalam data Siap Kerja dengan Sakernas BPS.
Sementara itu, Menteri Ketenagakerjaan Yassierli mengatakan KBJI juga telah ditunggu dunia industri sebagai bahasa yang sama dalam proses rekrutmen, penataan organisasi perusahaan, hingga komunikasi antara perusahaan dan pencari kerja.
""Dan bagi dunia industri, sebenarnya KBJI ini juga ditunggu, sebagai bahasa yang sama dalam mereka melakukan rekrutmen, dalam mereka melakukan penataan organisasi di perusahaan mereka, dan bahasa yang sama untuk mengkomunikasikan, apakah itu dengan perusahaan yang lain, ataupun pada para pencari kerja,"" katanya.
(hrp/fdl)",finance
133,"Direktorat Jenderal Pajak (DJP) akan menerapkan pemungutan pajak penghasilan (PPh) pasal 22 oleh marketplace mulai 1 November 2026. Saat ini, kebijakan tersebut masih ditunda hingga 31 Oktober 2026.
""Marketplace itu kan ditunda sampai 31 Oktober. Ya nanti insyaallah 1 November akan kita berlakukan sesuai dengan kesiapan para platform,"" ujar Direktur Jenderal Pajak Bimo Wijayanto saat ditemui di Kementerian Keuangan, Jakarta Pusat, Jumat (18/9/2026).
Bimo menekankan rencana tersebut masih sesuai dengan aturan serta pengumuman yang telah ditetapkan. Namun, Bimo menyebut saat ini belum mendapatkan arahan dari Menteri Keuangan yang baru, Suahasil Nazara soal penerapan kebijakan tersebut.
""Ini berdasarkan aturan yang sudah ada, pengumumannya sudah kita tetapkan. Nah, kalau dari Pak Suahasil, nanti, saya belum dapat arahan,"" imbuh ia.
Berdasarkan catatan detikcom, mulanya pemerintah menerapkan pemungutan PPh terhadap pedagang dengan mekanisme Perdagangan Melalui Sistem Elektronik (PMSE) atau e-commerce mulai 1 Agustus. Kebijakan ini diharapkan dapat mengerek penerimaan negara hingga Rp 24 triliun per tahun.
Pada 1 Juli 2026, DJP telah menunjuk empat platform marketplace sebagai pemungut pajak, yakni Tokopedia, Shopee, Lazada, dan Blibli. Kemudian Kemenkeu memberikan tenggat waktu selama satu bulan kepada platform yang telah ditunjuk untuk sosialisasi hingga penyesuaian sistem. Adapun penerapan ini sebagai tindak lanjut dari Peraturan Menteri Keuangan (PMK) Nomor 37 Tahun 2025.
Namun, penerapannya mengalami penundaan. Purbaya Yudhi Sadewa yang saat itu menjabat sebagai Menteri Keuangan mengatakan alasan penundaannya karena sejumlah indikator ekonomi saat ini belum menunjukkan kondisi yang cukup kuat untuk memberlakukan pajak toko online. Ia memperkirakan penundaan kebijakan tersebut masih akan berlangsung hingga beberapa bulan ke depan.
""Kita ingin tumbuh lebih cepat lagi, kalau sudah indikasi membaik betulan, kita akan terapkan lagi, mungkin beberapa bulan kita tunda,"" ungkapnya kepada wartawan di Kantor Kementerian Keuangan, Jakarta, Rabu (5/8).
(acd/acd)",finance
134,"Pelita Air menebar tiket MotoGP Mandalika gratis secara acak di setiap penerbangannya. Gelaran Pertamina Grand Prix of Indonesia 2026 akan dihelat pada Sirkuit Mandalika pada 9-11 Oktober 2026 mendatang.
Di dalam pesawat, Pelita Air menghadirkan aktivasi bertajuk 'Lucky Seat in the Air' dan 'Quiz on Board' pada periode 21-30 September 2026 pada berbagai penerbangannya.
Melalui Lucky Seat in the Air, Pelita Air akan menyebar sebanyak 100 tiket nonton gratis motogp ke berbagai penerbangan secara acak. Pelanggan yang beruntung akan menemukan tiket nonton gratis Moto GP di kantong kursinya dan berkesempatan langsung untuk menyaksikan gelaran Pertamina Grand Prix of Indonesia 2026 di Mandalika.
| Baca juga: Pelita Air Diskon Tiket hingga 45%! | 
Direktur Utama Pelita Air Faik Fahmi mengatakan bahwa penyelenggaraan Pertamina Grand Prix of Indonesia 2026 di Mandalika menjadi momentum untuk memperkenalkan destinasi pariwisata prioritas Indonesia kepada masyarakat yang lebih luas.
""Sebagai maskapai yang menghubungkan berbagai kota di Indonesia, Pelita Air ingin turut menghadirkan akses dan pengalaman perjalanan yang mendukung momentum tersebut. Melalui rangkaian aktivasi ini, kami juga ingin berbagi pengalaman dan kebahagiaan bersama pelanggan yang melakukan perjalanan menuju Mandalika,"" ujar Faik Fahmi dalam keterangannya, Jumat (18/9/2026).
Di sisi lain, melalui Quiz on Board, pelanggan di sejumlah penerbangan terpilih akan diajak mengikuti kuis selama penerbangan. Pelanggan yang berhasil menjawab pertanyaan dari awak kabin berkesempatan mendapatkan merchandise resmi maupun tiket nonton gratis Moto GP di Mandalika.
Kesempatan untuk menyaksikan langsung gelaran Moto GP juga dibuka bagi masyarakat luas melalui program paket perjalanan gratis ke Lombok, yang mencakup tiket penerbangan Pelita Air sekaligus tiket menonton balapan dari tribun VIP Premier. Program ini berlangsung pada 23-30 September 2026 dan terbuka untuk umum.
(hal/ara)",finance
135,"Menteri Keuangan (Menkeu) Suahasil Nazara menanggapi soal permintaan Direktur Jenderal Pajak Bimo Wijayanto dan Direktur Jenderal Bea dan Cukai Djaka Budhi Utama agar membatalkan perombakan pejabat di lingkungan Direktorat Jenderal Pajak (DJP) dan Direktorat Jenderal Bea dan Cukai (DJBC) dibatalkan. Perombakan ini dilakukan oleh Purbaya Yudhi Sadewa yang saat itu menjabat sebagai Menteri Keuangan pada Kamis (10/9).
Suahasil mengatakan permintaan tersebut masih dalam tahap pembahasan.
""Sudah itu, lagi dibicarakan kayaknya,"" ujar Suahasil saat ditemui di kantornya, Jakarta, Jumat (18/9/2026).
Saat ditanya mengenai kemungkinan perombakan pejabat era sebelumnya ini benar-benar akan dibatalkan serta soal adanya nama-nama 'ajaib' tersebut, Suahasil enggan berkomentar banyak dan meminta untuk menunggu kepastian keputusan final.
""Nanti aja, kalau sudah jadi,"" jelas ia.
Sementara itu, Dirjen Pajak Bimo Wijayanto mengatakan perombakan yang terjadi merupakan rotasi biasa. Saat ini, pihaknya akan membahas secara internal terkait rotasi tersebut.
""Rotasi biasa. Rotasinya biasa. Ini mau saya rapatin, saya enggak bisa ngomong, baru mau rapat,"" kata Bimo.
Ketika ditanyai mengenai sosok dibalik nama ajaib tersebut, Bimo meresponsnya dengan bergurau. ""Ajaib, ajaib, ajaib, ajaib,"" sahut ia.
Sebelumnya, Bimo menyebut terdapat nama-nama 'ajaib' yang masuk usai perombakan tersebut. Perombakan ratusan pejabat Kementerian Keuangan dilakukan Purbaya pada Kamis 10 September 2026. Mayoritas perombakan menyasar Direktorat Jenderal (Ditjen) Bea Cukai dan Ditjen Pajak.
Perombakan terjadi pada pejabat Pimpinan Tinggi Pratama, Pejabat Administrator, Pejabat Pengawas, Pejabat Fungsional, dan Pejabat pada Unit Organisasi Non Eselon Kemenkeu.
""Itu kan usulan kita, rotasi itu. Cuma memang ada beberapa yang nama-nama 'ajaib' yang tidak ikut proses assessment talent management,"" ujar Bimo saat ditemui usai acara International Tax Conference di kantor pusat DJP, Jakarta Selatan, Rabu (16/9).
Alhasil, Bimo mengaku, bersama Dirjen Bea Cukai Djaka Budhi Utama, telah meminta perombakan dibatalkan.
""Kemudian itu yang membuat saya dan Dirjen Bea Cukai meminta untuk ditunda dahulu, dibatalkan, karena sinyalnya nggak bagus bagi pasukan yang lain, yang ikut susah payah ikut assessment, ikut ujian, ikut talent management,"" tegas Bimo.
(acd/acd)",finance
136,"Kementerian Keuangan (Kemenkeu) belum membayar cicilan dan bunga pembiayaan Koperasi Desa/Kelurahan Merah Putih (KDMP). Kewajiban pembayaran KDMP tahap awal mencapai Rp 37 triliun yang akan jatuh tempo pada 25 September 2026.
Plt Direktur Jenderal Perimbangan Keuangan Kemenkeu Nufransa Wira Sakti mengatakan, pembayaran baru dapat dilakukan setelah Kemenkeu menerima tagihan dari Himpunan Bank Milik Negara (Himbara).
""Terkait dengan pembayaran untuk KDMP, sesuai dengan PMK Nomor 15 Tahun 2026, nanti Kemenkeu akan membayar setelah adanya tagihan dari Himbara,"" kata Nufransa dalam konferensi pers APBN KiTA di Kementerian Keuangan, Jakarta, Jumat (18/9/2026).
Namun hingga saat ini, Nufransa mengatakan Kemenkeu belum menerima tagihan tersebut. Kondisi ini membuat pembayaran belum dapat dilakukan.
""Sehingga dengan demikian sampai saat ini kita belum menerima tagihan dari Himbara tersebut. Jadi belum bisa kita bayarkan,"" tutur Nufransa.
Meski tagihan belum masuk, Nufransa memastikan anggaran untuk pembayaran telah tersedia. Kemenkeu juga terus berkoordinasi dengan kementerian dan lembaga terkait untuk memastikan proses pembayaran berjalan transparan dan akuntabel.
""Namun anggarannya sudah kami siapkan. Kemudian juga terkait dengan hal ini, kami senantiasa bekerja sama juga dengan kementerian dan lembaga terkait hingga nanti pada saat pembayarannya akan terus terjaga transparansi dan juga akuntabilitasnya,"" terang Nufransa.
Ia menambahkan, nantinya adaproses serah terima dari PT Agrinas dan Kementerian Koperasi (Kemenkop) kepada Himbara. Proses tersebut juga harus dilengkapi berita acara serah terima yang telah direviu Badan Pengawasan Keuangan dan Pembangunan (BPKP).
Sebagai informasi,total pembiayaan kredit KDMP diperkirakan mencapai Rp 240 triliun. Dana tersebut digunakan untuk menyalurkan kredit ke lebih dari 80 ribu koperasi, dengan masing-masing koperasi menerima pembiayaan Rp 3 miliar.
Purbaya Yudhi Sadewa saat masih menjabat sebagai Menteri Keuangan menyatakan pihaknya siap membayar tagihan tersebut. Jumlah anggaran yang disiapkan Kementerian Keuangan mencapai Rp 40 triliun.
(acd/acd)",finance
137,"Sekolah diperbolehkan menolak program Makan Bergizi Gratis (MBG). Namun khusus sekolah negeri, penolakan harus berdasarkan kesepakatan sekolah dan seluruh wali murid sehingga keputusan berlaku bagi semua siswa.
Kepala Badan Gizi Nasional (BGN) Sudaryono mengatakan tidak bisa sebagian siswa dalam satu sekolah menerima MBG sementara sebagian lainnya menolak.
Ketentuan sementara tersebut merupakan hasil rapat BGN bersama Kementerian Pendidikan Dasar dan Menengah (Kemendikdasmen) dan Kementerian Koordinator Bidang Pangan.
""Jadi tidak mungkin dalam satu sekolah negeri katakanlah 70% misalnya mampu, 30% nggak mampu, kemudian kalau memang iya konsensusnya harus sekolah beserta semua, wali murid harus sepakat-sepakat iya semua atau sepakat-sepakat tidak semua,"" kata Sudaryono dalam rapat dengan Komisi IX DPR RI, Kamis (17/9/2026) kemarin.
Menurut Sudaryono, ketentuan tersebut juga mempertimbangkan kondisi siswa di sekolah. BGN ingin menghindari situasi ketika sebagian siswa mendapatkan makanan MBG sementara teman-temannya tidak.
""Atau temennnya tidak makan, dia makan sendiri. Itu saya kira kita harus arif juga dalam pendidikan ini bukan hanya masalah suka atau tidak suka itu yang menjadi pertimbangan kita,"" ujarnya.
Sudaryono kemudian mengungkap sejauh ini terdapat 1.653 sekolah yang dikeluarkan dari kriteria penerima MBG. Di antaranya sekolah internasional, sekolah bertaraf internasional, hingga sekolah berasrama bertaraf nasional.
""SMA Taruna Nusantara, tentu saja tidak mendapatkan MBG. Kemudian termasuk sekolah-sekolah bertaraf internasional, Cambridge kemudian ya, yang level itu lah. Selain itu juga dari 1.653 itu adalah sekolah-sekolah lain baik negeri dan swasta yang yang di data Dikdasmen itu menolak bantuan dana BOS,"" tutup Sudaryono.
(acd/acd)",finance
